claim_id,question,family,subject,measures,text,clause,citation,quoted_value,source_task,verdict_source,inherited_verdict,gate_evidence,gate_lint,gate_identification,gate_consistency,status,blocked_by,reason,audience,action,falsifier,depends_on,notes
skillgap-looker-google-meta,tech_stack,skill_gap,google|meta:Looker,"difference in share of skilled postings, stratified by job function","Google asks for Looker in a larger share of its skilled postings than Meta does, by 0.1103 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Looker,company_a=google,company_b=meta",0.1103,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Looker,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-javascript-google-meta,tech_stack,skill_gap,google|meta:JavaScript,"difference in share of skilled postings, stratified by job function","Google asks for JavaScript in a larger share of its skilled postings than Meta does, by 0.1057 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=JavaScript,company_a=google,company_b=meta",0.1057,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=JavaScript,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-bigquery-google-meta,tech_stack,skill_gap,google|meta:BigQuery,"difference in share of skilled postings, stratified by job function","Google asks for BigQuery in a larger share of its skilled postings than Meta does, by 0.0928 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=BigQuery,company_a=google,company_b=meta",0.0928,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=BigQuery,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-tensorflow-google-meta,tech_stack,skill_gap,google|meta:TensorFlow,"difference in share of skilled postings, stratified by job function","Google asks for TensorFlow in a larger share of its skilled postings than Meta does, by 0.0831 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=TensorFlow,company_a=google,company_b=meta",0.0831,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=TensorFlow,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-linux-google-meta,tech_stack,skill_gap,google|meta:Linux,"difference in share of skilled postings, stratified by job function","Google asks for Linux in a larger share of its skilled postings than Meta does, by 0.0754 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Linux,company_a=google,company_b=meta",0.0754,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Linux,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-nosql-google-meta,tech_stack,skill_gap,google|meta:NoSQL,"difference in share of skilled postings, stratified by job function","Google asks for NoSQL in a larger share of its skilled postings than Meta does, by 0.0744 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=NoSQL,company_a=google,company_b=meta",0.0744,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=NoSQL,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-c-google-meta,tech_stack,skill_gap,google|meta:C,"difference in share of skilled postings, stratified by job function","Google asks for C in a larger share of its skilled postings than Meta does, by 0.0436 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=C,company_a=google,company_b=meta",0.0436,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=C,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-gcp-google-meta,tech_stack,skill_gap,google|meta:GCP,"difference in share of skilled postings, stratified by job function","Google asks for GCP in a larger share of its skilled postings than Meta does, by 0.0398 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=GCP,company_a=google,company_b=meta",0.0398,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=GCP,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-mongodb-google-meta,tech_stack,skill_gap,google|meta:MongoDB,"difference in share of skilled postings, stratified by job function","Google asks for MongoDB in a larger share of its skilled postings than Meta does, by 0.0359 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=MongoDB,company_a=google,company_b=meta",0.0359,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=MongoDB,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-sap-google-meta,tech_stack,skill_gap,google|meta:SAP,"difference in share of skilled postings, stratified by job function","Google asks for SAP in a larger share of its skilled postings than Meta does, by 0.0284 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=SAP,company_a=google,company_b=meta",0.0284,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=SAP,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-oracle-google-meta,tech_stack,skill_gap,google|meta:Oracle,"difference in share of skilled postings, stratified by job function","Google asks for Oracle in a larger share of its skilled postings than Meta does, by 0.0282 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Oracle,company_a=google,company_b=meta",0.0282,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Oracle,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-snowflake-google-meta,tech_stack,skill_gap,google|meta:Snowflake,"difference in share of skilled postings, stratified by job function","Google asks for Snowflake in a larger share of its skilled postings than Meta does, by 0.0244 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Snowflake,company_a=google,company_b=meta",0.0244,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Snowflake,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-kubernetes-google-meta,tech_stack,skill_gap,google|meta:Kubernetes,"difference in share of skilled postings, stratified by job function","Google asks for Kubernetes in a larger share of its skilled postings than Meta does, by 0.0205 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Kubernetes,company_a=google,company_b=meta",0.0205,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Kubernetes,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-shell-google-meta,tech_stack,skill_gap,google|meta:Shell,"difference in share of skilled postings, stratified by job function","Google asks for Shell in a larger share of its skilled postings than Meta does, by 0.0168 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Shell,company_a=google,company_b=meta",0.0168,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Shell,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-express-google-meta,tech_stack,skill_gap,google|meta:Express,"difference in share of skilled postings, stratified by job function","Google asks for Express in a larger share of its skilled postings than Meta does, by 0.0161 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Express,company_a=google,company_b=meta",0.0161,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Express,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-graphql-google-meta,tech_stack,skill_gap,google|meta:GraphQL,"difference in share of skilled postings, stratified by job function","Meta asks for GraphQL in a larger share of its skilled postings than Google does, by 0.0131 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=GraphQL,company_a=google,company_b=meta",-0.0131,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=GraphQL,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-generative-ai-google-meta,tech_stack,skill_gap,google|meta:Generative AI,"difference in share of skilled postings, stratified by job function","Meta asks for Generative AI in a larger share of its skilled postings than Google does, by 0.0167 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Generative AI,company_a=google,company_b=meta",-0.0167,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Generative AI,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-azure-google-meta,tech_stack,skill_gap,google|meta:Azure,"difference in share of skilled postings, stratified by job function","Meta asks for Azure in a larger share of its skilled postings than Google does, by 0.0201 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Azure,company_a=google,company_b=meta",-0.0201,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Azure,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-seaborn-google-meta,tech_stack,skill_gap,google|meta:Seaborn,"difference in share of skilled postings, stratified by job function","Meta asks for Seaborn in a larger share of its skilled postings than Google does, by 0.0203 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Seaborn,company_a=google,company_b=meta",-0.0203,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Seaborn,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-numpy-google-meta,tech_stack,skill_gap,google|meta:NumPy,"difference in share of skilled postings, stratified by job function","Meta asks for NumPy in a larger share of its skilled postings than Google does, by 0.0254 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=NumPy,company_a=google,company_b=meta",-0.0254,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=NumPy,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-spss-google-meta,tech_stack,skill_gap,google|meta:SPSS,"difference in share of skilled postings, stratified by job function","Meta asks for SPSS in a larger share of its skilled postings than Google does, by 0.0263 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=SPSS,company_a=google,company_b=meta",-0.0263,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=SPSS,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-git-google-meta,tech_stack,skill_gap,google|meta:Git,"difference in share of skilled postings, stratified by job function","Meta asks for Git in a larger share of its skilled postings than Google does, by 0.0335 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Git,company_a=google,company_b=meta",-0.0335,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Git,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-spark-google-meta,tech_stack,skill_gap,google|meta:Spark,"difference in share of skilled postings, stratified by job function","Meta asks for Spark in a larger share of its skilled postings than Google does, by 0.0388 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Spark,company_a=google,company_b=meta",-0.0388,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Spark,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-matplotlib-google-meta,tech_stack,skill_gap,google|meta:Matplotlib,"difference in share of skilled postings, stratified by job function","Meta asks for Matplotlib in a larger share of its skilled postings than Google does, by 0.0406 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Matplotlib,company_a=google,company_b=meta",-0.0406,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Matplotlib,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-ggplot2-google-meta,tech_stack,skill_gap,google|meta:ggplot2,"difference in share of skilled postings, stratified by job function","Meta asks for ggplot2 in a larger share of its skilled postings than Google does, by 0.0418 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=ggplot2,company_a=google,company_b=meta",-0.0418,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=ggplot2,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-matlab-google-meta,tech_stack,skill_gap,google|meta:MATLAB,"difference in share of skilled postings, stratified by job function","Meta asks for MATLAB in a larger share of its skilled postings than Google does, by 0.0443 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=MATLAB,company_a=google,company_b=meta",-0.0443,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=MATLAB,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-hadoop-google-meta,tech_stack,skill_gap,google|meta:Hadoop,"difference in share of skilled postings, stratified by job function","Meta asks for Hadoop in a larger share of its skilled postings than Google does, by 0.0466 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Hadoop,company_a=google,company_b=meta",-0.0466,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Hadoop,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-sas-google-meta,tech_stack,skill_gap,google|meta:SAS,"difference in share of skilled postings, stratified by job function","Meta asks for SAS in a larger share of its skilled postings than Google does, by 0.0470 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=SAS,company_a=google,company_b=meta",-0.047,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=SAS,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-dplyr-google-meta,tech_stack,skill_gap,google|meta:dplyr,"difference in share of skilled postings, stratified by job function","Meta asks for dplyr in a larger share of its skilled postings than Google does, by 0.0514 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=dplyr,company_a=google,company_b=meta",-0.0514,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=dplyr,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-tableau-google-meta,tech_stack,skill_gap,google|meta:Tableau,"difference in share of skilled postings, stratified by job function","Meta asks for Tableau in a larger share of its skilled postings than Google does, by 0.0561 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Tableau,company_a=google,company_b=meta",-0.0561,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Tableau,company_a=google,company_b=meta",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-scikit-learn-google-meta,tech_stack,skill_gap,google|meta:scikit-learn,"difference in share of skilled postings, stratified by job function","Meta asks for scikit-learn in a larger share of its skilled postings than Google does, by 0.0577 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=scikit-learn,company_a=google,company_b=meta",-0.0577,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=scikit-learn,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-php-google-meta,tech_stack,skill_gap,google|meta:PHP,"difference in share of skilled postings, stratified by job function","Meta asks for PHP in a larger share of its skilled postings than Google does, by 0.0688 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=PHP,company_a=google,company_b=meta",-0.0688,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=PHP,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-c-sharp-google-meta,tech_stack,skill_gap,google|meta:C#,"difference in share of skilled postings, stratified by job function","Meta asks for C# in a larger share of its skilled postings than Google does, by 0.0848 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=C#,company_a=google,company_b=meta",-0.0848,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=C#,company_a=google,company_b=meta",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-r-google-meta,tech_stack,skill_gap,google|meta:R,"difference in share of skilled postings, stratified by job function","Meta asks for R in a larger share of its skilled postings than Google does, by 0.1925 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=R,company_a=google,company_b=meta",-0.1925,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=R,company_a=google,company_b=meta",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-python-google-meta,tech_stack,skill_gap,google|meta:Python,"difference in share of skilled postings, stratified by job function","Meta asks for Python in a larger share of its skilled postings than Google does, by 0.2361 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Python,company_a=google,company_b=meta",-0.2361,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Python,company_a=google,company_b=meta",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-sql-google-meta,tech_stack,skill_gap,google|meta:SQL,"difference in share of skilled postings, stratified by job function","Meta asks for SQL in a larger share of its skilled postings than Google does, by 0.4293 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=SQL,company_a=google,company_b=meta",-0.4293,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=SQL,company_a=google,company_b=meta",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-r-google-microsoft,tech_stack,skill_gap,google|microsoft:R,"difference in share of skilled postings, stratified by job function","Google asks for R in a larger share of its skilled postings than Microsoft does, by 0.2065 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=R,company_a=google,company_b=microsoft",0.2065,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=R,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-python-google-microsoft,tech_stack,skill_gap,google|microsoft:Python,"difference in share of skilled postings, stratified by job function","Google asks for Python in a larger share of its skilled postings than Microsoft does, by 0.1497 pooled, holding in 4 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Python,company_a=google,company_b=microsoft",0.1497,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Python,company_a=google,company_b=microsoft",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-looker-google-microsoft,tech_stack,skill_gap,google|microsoft:Looker,"difference in share of skilled postings, stratified by job function","Google asks for Looker in a larger share of its skilled postings than Microsoft does, by 0.1162 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Looker,company_a=google,company_b=microsoft",0.1162,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Looker,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-go-google-microsoft,tech_stack,skill_gap,google|microsoft:Go,"difference in share of skilled postings, stratified by job function","Google asks for Go in a larger share of its skilled postings than Microsoft does, by 0.1140 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Go,company_a=google,company_b=microsoft",0.114,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Go,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-bigquery-google-microsoft,tech_stack,skill_gap,google|microsoft:BigQuery,"difference in share of skilled postings, stratified by job function","Google asks for BigQuery in a larger share of its skilled postings than Microsoft does, by 0.1060 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=BigQuery,company_a=google,company_b=microsoft",0.106,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=BigQuery,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-machine-learning-google-microsoft,tech_stack,skill_gap,google|microsoft:Machine Learning,"difference in share of skilled postings, stratified by job function","Google asks for Machine Learning in a larger share of its skilled postings than Microsoft does, by 0.0860 pooled, holding in 3 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Machine Learning,company_a=google,company_b=microsoft",0.086,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Machine Learning,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-nosql-google-microsoft,tech_stack,skill_gap,google|microsoft:NoSQL,"difference in share of skilled postings, stratified by job function","Google asks for NoSQL in a larger share of its skilled postings than Microsoft does, by 0.0479 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=NoSQL,company_a=google,company_b=microsoft",0.0479,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=NoSQL,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-tensorflow-google-microsoft,tech_stack,skill_gap,google|microsoft:TensorFlow,"difference in share of skilled postings, stratified by job function","Google asks for TensorFlow in a larger share of its skilled postings than Microsoft does, by 0.0443 pooled, holding in 2 of 4 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=TensorFlow,company_a=google,company_b=microsoft",0.0443,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=TensorFlow,company_a=google,company_b=microsoft",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
